sentences	score
One more… A Cicely Sandwich At the 10th annual Governor’s Awards 2019 . A table of her personal guests as she received her Honorary Oscar for lifetime achievement . Cicely Tyson (1924-2021)	0
"One of life’s challenges — knowing enough to think you are right , but not enough to know that you are wrong ."	0
One of the fastest ways to learn whether your group is a Cult is to ask a friend who is not in the group .	0
Or when butterflies attack… .	0
"Our eyes are about 10x more sensitive to Green light than Red . So watt-for-watt , Green lasers look much brighter than Red ones ."	0
"Our image of evil Space Aliens derives not from imagined knowledge of how we think they will behave , but from actual knowledge of how we treat one another ."	0
"Outdoor temperature on Earth not quite your liking today ? You’ll freeze solid or vaporize anywhere else . Average temps elsewhere : Mars : -80 F ; Venus : +850 F ; Moon : day +250 F / night -250 F ; Mercury : day +800 F / night -300 F ; Pluto : -350 F ; Sun : day +10 , 000 F / night +10 , 000 F"	0
"Over time I’ve responded to letters from complete strangers , asking questions that range from Aliens , to God , to the meaning of life , to raising children . Interested ? Consider “ Letters from an Astrophysicist ” ."	0
"Overnight January 4 / 5 - Earth at Perihelion - The closest distance to the Sun in our annual elliptical (oval-shaped) orbit . If you see astrophysicists dancing in the streets , this could be why ."	0
"Peek at the Math ? Not quite Tribbles , but with unlimited access to food and no predators , rabbits can increase their population by as much as 30% per month — a factor of 1 . 3 . Raise that 1 . 3 to the power of how many months you want to project forward ."	0
"Perhaps the day will come when deleted twitter-bots rise to become our overlords , as they purge all that is not AI and reclaim the twitterverse for themselves ."	0
Period Table of Elements Spelling Bee : Am-Er-I-Ca Americium-Erbium-Iodine-Calcium U-K Uranium-Potassium Th-In-K Thorium-Indium-Potassium Ra-Ti-O-N-Al Radium-Titanium-Oxygen-Nitrogen-Aluminum	0
"Persistent parodies and mixed reactions to my Twitter comments on SCIENCE in MOVIES , makes it clear that my intent has been deeply misunderstood . That's why I stopped . I'm simply sharing thoughts that may enhance your movie-going pleasure . So time for a 3-day Twitter poll :"	0
"Pi is useful in Math , Science , & Engineering . It even appears in Einstein’s Relativity"	0
Pi to 32 decimal places . 3 . 14159265358979323846264338327950	0
Pi to 32 decimal places . What it takes for all ten numerals to appear at least once : 3 . 14159265358979323846264338327950	0
"Planet Christmas Tree Ornamets . . . and hundreds of other fan-designed , Geeky-Tees & pop-sockets . Yup , I let Pluto slip back in for this one ."	0
"PLANET DOG : One of four known exoplanets of the star system Kepler-79 , designated letter “ d ” , orbits seven times for every Earth year , providing the mythical seven-to-one “ Dog Year ” ratio to Earth ."	0
Pointlessly geeky fact : 33 is the number of Pi digits required to manifest all ten numerals at least once : 3 . 14159265358979323846264338327950	0
"PRECIOUS AIR : In relative thickness , Earth’s atmosphere is to Earth as the skin of an apple is to an apple ."	0
"Proper uses of the word Super : Super Duper , Supercharged , Super Bowl , Superman , Supergirl , Supernova , Superconductivity , Super Mario ."	0
"Q : If the surface coverage of Algae on a lake doubles daily , and a month later half the lake is green , how much longer must you wait for the **entire lake** to be covered with Algae ? A : One Day"	0
"R * E * S * P * E * C * T Aretha Franklin , RIP (1942 - 2018)"	0
"Random Santa Fact : Longitude lines are the boundaries of Time Zones . So at the North Pole , where all lines of longitude meet , clock-time has no meaning ."	0
RE-POSTED : When Quantum Physics ruins food .	0
"Ready to resume the posting of all my Space Alien Tweets since 2009 . But some of you didn’t like them . You’re not obligated to , but you can always unfollow me . Or just avert your eyes for the rest of today ."	0
Reason to wake up early in the day : THE EARLY BIRD GETS THE WORM Reason to wake up later in the day : THE EARLY WORM GETS EATEN	0
"Reflections on the statistics of my followers : 43% of you know only one Language . I am among you , but only if you don’t count the computer languages I know . And congrats to the 7% who know four or more languages . That’s badass in every way ."	0
"Reflections on the statistics of my followers : 7% of you are Vegan/Vegetarian , which is close to the 8% of you in the world’s population . Meanwhile , nearly 90% are omnivores , I among you . Although lately I consume dead animals no more than about two days a week ."	0
Reflections on the statistics of my followers : A third of you (still) want Pluto to be a planet . But it’s not . So get over it .	0
"Reflections on the statistics of my followers : As expected , 90% of my followers live in the northern hemisphere — ‘cause that’s where most of the land is ."	0
"Reflections on the statistics of my followers : Consistent with all users of Twitter , there’s a nearly equal split between City living and the Suburbs , with one in seven of you living in Rural zones - where night skies are filled with stars ."	0
"Reflections on the statistics of my followers : Domestically & especially Internationally , more Men use Twitter than Women . Maybe Twitter breeds over-talkers , best suiting male modes of interaction . In any case , my followers are 78% Male 20% Female . With 1% Non-binary ."	0
Reflections on the statistics of my followers : More than 80% of you are non-religious . But one in 14 (7%) identify as having religion as a way of life . You follow me knowing that not all of my content resonates with your views . Thank you for coming along for the ride .	0
"Reflections on the statistics of my followers : Most of you are half my age or less . More significantly , only 3 . 5% of my followers are my age or older . That’s half of who in that age group uses Twitter . I wish I knew what any of that means ."	0
"Reflections on the statistics of my followers : Nearly (only ? ) 400 out of 185 , 000 respondents have been hospitalized for COVID-19 . Of course we don’t know how many have died . But for all others , please continue to stay smart , stay healthy , and heed the advice medial professionals"	0
"Reflections on the statistics of my followers : One fourth of you identify as politically Centrist with more than half identifying as Liberal . So the Conservative voices that arise in my threads , though ardent , are a small minority of all followers ."	0
"Reflections on the statistics of my followers : One in four of you have visited only one , or no other countries in your life . In my experience , it’s always good to do all you can to see how others live — lest you think your way of life is the only way of life ."	0
"Reflections on the statistics of my followers : Sixty percent of you are fluent in the Metric System . Wow . Either Americans are successfully inching in that direction , or most of my following is International ."	0
"Reflections on the statistics of my followers : 67% of my followers self-identify as having “ Light ” skin , and 1% with “ Dark ” skin , which simply tells me I am badly under-represented in Africa ."	0
Relative to a Schoolroom Globe… Planet Mars is a mile away (1 . 6 km) . The Moon is 30 feet away (10 meters) . The International Space Station orbits 3/8th of an inch (1 cm) above the surface .	0
Research Wisdom Those who Explore and never fail were never on the Frontier to begin with .	0
"Resident of NYC and not yet vaccinated ? Can now get a walk-in COVID Vaccine at the American Museum of Natural History’s Hall of Ocean Life . Apparently our Blue Whale is a bonafide resident of the city , and got the vaccine first , in her left “ shoulder ” ."	0
"Reviewing my old Tweets reminds me of when the internet was a place to have fun with images & information , rather than a platform of tribalized attacks on messages & messengers . e . g . The comments on this Tweet from 2013 are delightful…"	0
"Right now , in the USA , 99% of people being hospitalized & dying from COVID-19 are those who chose not to be vaccinated . This confirms that whoever’s been advising you to decline the Vaccine , does not value your health or longevity ."	0
"Right now , the Moon , in its orbit , is spiraling away from Earth by about the width of two fingers every year ."	0
"Roses are red , violets are . . . . violet ."	0
"Santa doesn’t know Zoology : Both male & female Reindeer grow antlers . But all male Reindeer lose their antlers in the late fall , well-before Christmas ."	0
Santa is pale because he’s in the middle of six months of darkness on Earth’s North Pole . And he delivers gifts only at night .	0
Santa knows Physics :	0
"Saturday , April 16 , 2022 Full Moon today — the first one after the March Equinox . The Sunday following that Full Moon is , by definition , Easter ."	0
"Saturday , June 20 , 2020 Happy Winter Solstice to the 15% of all humans and 100% of free Penguins who live down under ."	0
"SCIENCE IN FILM -- One hundred and fifty thousand people voted , with 86% in favor of me bringing back such commentary to my Twitter postings . 12% don't care . So I will continue , and brave the negative vibes of the 2% who voted no . Lots to catch up on . . ."	0
Science is hard . I’m just saying .	0
Science Literacy empowers you to know when others lie about objective realities .	0
Science literacy empowers you to know when someone else is full of shit .	0
"Science Literacy is not only about what you know , it's about your depth of curiosity , and your capacity to evaluate evidence ."	0
Scientists are simply adults who retained and nurtured their native curiosity from childhood .	0
"SCIENTISTS : “ We’ve produced the first-ever image of a supermassive Black Hole , 55-million light years away ” RESPONSE : “ Oooh ! ” SCIENTISTS : “ We’ve concluded that humans are catastrophically warming Earth ” RESPONSE : “ That conflicts with what I want to be true , so it must be false ”"	0
"Seems to me , if an Octopus wanted to lock a human in a room , it would just need to design the exit with three doorknobs ."	0
"Seems to me , if the Conservative Right were conservative in all ways , they’d do all they could to conserve the environment ."	0
"Seems to me , if you can get the citizens of a Democracy to no longer agree on what is objectively true in the world , then you have conquered them with all the strength of an invading army ."	0
"Seems to me , if you can get the citizens of a Democracy to no longer agree on what is objectively true in the world , then you have conquered them with all the strength of an invading army ."	0
"Sept 22 , 2020 - 9 : 31 AM ET Happy September Equinox to all residents of Planet Earth ."	0
Seriously geeky joke alert Look away if you can't handle it… .	0
Silly me . Mitch Hedberg figured out the real problem with Big Foot .	0
"Since the Northern Arctic is just ocean , Santa’s North Pole workshop has only ever existed on a floating sheet of ice ."	0
"Since the Universe has no center , you can’t be it ."	0
"Sixty-two sides , comprised of regular polygons . And yes , it has a name :"	0
"So ends my Super Sunday Twitter barrage . Thanks to all who followed . Thanks to all who , as I do , like finding science & cosmic perspectives in everyday life . And congratulations to Tom Brady . We already knew you were G . O . A . T . But your performance today reaffirmed the obvious ."	0
"So that we're all on the same Pi-page… If you measure the circumference of a (flat) circle and divide it by the diameter of the same circle , you get the value of Pi ."	0
"So that we're all on the same Pi-page… If you measure the Circumference of a circle and divide it by the Diameter of the same circle , you get the value of Pi . And that value of Pi is the same for ANY size circle you draw ."	0
"Solar flux scales as the square of the distance . If you do the math , Earth today receives about 6% more solar energy than in July . But we’re also moving faster in our orbit . Which largely cancels out the net gain ."	0
"Some accumulated comic book reflections follow , if anybody’s interested…"	0
"Some educators who are quick to say , "" These students just don't want to learn "" should instead say to themselves , "" Maybe I suck at my job . """	0
Some of my best friends -- actually all of my best friends -- are made of chemicals .	0
Some of you asked : A quarter-pounder (pre-cooked) burger on Mars would weigh 10 . 5 ounces back on Earth — 2 . 6 times as much .	0
"Something Einstein’s Theory of Relativity never considered : Maybe Santa’s Reindeer are stationary , and it is we who fly past them on Christmas Eve ."	0
Sometimes I wonder if in Deer Heaven they are outfitted with rifles and hunt Humans .	0
Sometimes I wonder if people who aggressively seek political power are precisely those who should not be entrusted to wield it .	0
Sometimes I wonder if pop-chips are just a temporary disturbance in the space-time continuum of potatoes .	0
"Sometimes I wonder if the natural state of an electorate is to be lied to , by people in power , because believing lies almost always feels better than believing the truth ."	0
Sometimes I wonder whether the Universe can make something more complex than itself .	0
Sometimes I wonder whether Virtual Reality has gotten so good that we’ve lost all urge to invent the actual reality that it imitates .	0
"Sometimes , we are all on a “ need-to-know ” basis ."	0
Sorry . Didn’t mean to be obscure . Flea Markets & White Elephant sales are both places where you sell stuff you no longer want . Yet one animal ten billion times the mass of the other . Perhaps I’m the only one to find that amusing .	0
SPACE ALIEN : Why does your United Nations have a Security Council ?	0
"Space Aliens may be surprised to learn that Humans have multiple languages , cultures , and traditions — and we kill one another because of it ."	0
Space Aliens might be surprised to learn that a third of our lives — a third of every Earth rotation — we lay semi-comatose on cushions .	0
"Space Aliens might be surprised to learn that in a cosmos with limitless starlight , humans kill for access to energy sources buried in the sand ."	0
Space Aliens might be surprised to see that most humans consume mammary secretions of farm animals & all humans kill other living things to survive .	0
Space Aliens would surely think it odd that one way humans express affection is the simultaneous exchange of saliva .	0
"Space Aliens , seeing Humans kill over land , politics , religion , & resources , would surely ask , “ What the f*%k is wrong with you ? "" After which , they'd return to their home planet , declaring there is no sign of intelligent life on Earth ."	0
"Stars are not Irish : The laws of radiative physics conspire in such a way that there are no Green stars in the Universe . They come in three basic colors : Reddish , White , & Blueish ."	0
"Stars in the universe that burn the brightest , live shorter lives than others . And with their high-energy light , they transform all that basks in their luminosity . Farewell John Singleton (1968-2019) ."	0
Steph Curry needs a 5-point line .	0
"Still sad about Pluto ? Get over it . Here’s the whole story , from discovery to first-hand account of its demotion . Don’t blame me . I was an accessory , yes . But Pluto had it coming ."	0
"Stupid , highly nerdy , juvenile joke alert…"	0
Sun tables for today show slightly more than 12 hours of daylight .	0
"Sunset on the North Tower : "" A love letter to the World Trade Center """	0
"Supermoons . An Insult to Superman , Supernovae , Super Colliders , the Super Bowl , Superconductors , Supersonic , and of course Super Mario ."	0
"Sure , Thanos is singularly evil . But I bet he flunked Astro 101 . He wants to kill half of all living things to save the other half — due to limited resources . But the universe has vastly more resources than can possibly be consumed by civilizations that have access to space ."	0
Ten After Ten . Not too early in the morning . Not too late in the evening . Not too “ on-time ” . Not too tardy . A good time anywhere in the universe .	0
"Thanks for asking . It’s not as bad as you might think . Nutrition labels , medicines , foot races , all sciences , photographic lenses , car engine size , power grid , home electricity , soft drink bottles , wine , and currency are all metric in the USA ."	0
Thanks for asking . Yes . And I even narrated it -- with my Planetarium Voice .	0
"Thanks for participating in my two-day , 14-question Twitter Poll . Nearly everyone who answered did so within 12 hours . Thanks for this enthusiasm . What follows is a thread of my Reflections on the statistics of who you are ."	0
That completes a Holiday Twitter thread of 13 posts . I do this barely once a year . Thank you for your persistent interest in all my efforts to bring the Universe down to Earth .	0
"The "" Green ” movement might be misnamed . Experiments show that increased CO2 promotes photosynthesis , making plants grow faster ."	0
The “ P ” sound in the Greek letter Pi evokes “ periphery ” .	0
The “ Super Moon ” is yummy .	0
"The 1582 Gregorian update to the Julian Calendar prescribes : The century years 1600 1700 1800 1900 & 2000 are all divisible by four , but 1700 1800 1900 were not leap years , yet 1600 & 2000 were . And 2400 will be . On February 29 , 2000 most had no idea how rare that Leap Day was ."	0
"The Apollo 11 mission patch : No American flag . No space hardware . No Astronaut names . In that regard , unique among space emblems ."	0
"The appearance of a huge Moon on the horizon , juxtaposed behind cityscapes or mountains or trees is called the Moon-on-Horizon illusion . It’s actually no bigger than when higher in the sky . Yup . It really is just an illusion ."	0
The astrophysicist does not fear the dark because we know the night to b ablaze with light our eyes cannot see .	0
The beginning of the end of Sports Stadiums ?	0
The best evidence I can muster that Humans are smarter than Cats is that we don’t chase Laser dots on the carpet .	0
The Coronavirus basics .	0
"The exact Rainbow any of us sees is entirely our own — a personal , yet communal gift from the laws of optics ."	0
"The expression “ Once in a Blue Moon ” is colloquial for “ The thing hardly ever happens . ” But If you meant it literally , then that thing will occur every two or three years . So , like most cosmic happenings , Blue Moons aren't entirely rare , even if we want to think they are ."	0
"The film "" Ad Astra "" loves showing weightless astronauts . But space is not inherently weightless . If your engines fire constantly because you're in a hurry to get to the Moon or to Mars , then the acceleration creates artificial gravity — at the rear-end of the ship . Always ."	0
The first StarTalk Book remains a fan-favorite . Highly illustrated and chock-full of fun content inspired by the StarTalk show . And you know it’s a big beautiful (giftable) book because National Geographic published it .	0
"The follks in this video argue that analogies between money and the solar system are all bad . So how about this one : If you had 200-Billion dollars , you could spend $1 , 000 per minute over five lifetimes ."	0
"The full compilation of books I’ve written , co-written , written a Chapter in , written a Foreword for , are all here for your perusal ."	0
The Full Moon exerts no more gravity on you than does any other phase . So Lunatics have no real excuse .	0
"The good thing about Science is that it’s true , whether or not you believe in it ."	0
The international response to contain and combat the Coronavirus has been swift . Imagine if the same resolve had been applied to fight the AIDS virus when it first appeared .	0
The Kinetic Energy of a Baseball pitch . (Recorded Summer 2019)	0
"The Leap Day alone overcorrects the calendar , requiring we remove a Leap Day every century year . But that under-corrects the calendar , requiring we put a Leap Day back in , every four centuries . Behold the Gregorian Calendar ."	0
The mathematical value of Pi does not change when you cross international borders .	0
The Moon’s Shadow in space touches down on Earth this afternoon — crossing Chile & Argentina .	0
"The Morning Report : Most of the Universe remains in tact , doing just fine . Earth , however , is f%*ked up ."	0
"The only point of Science , with its methods and tools , is to decode all that is objectively true in Nature ."	0
"The Opening Ceremonies of the Tokyo Olympics , with 206 countries , has salvaged and celebrated whatever dignity remains in this World after 18-months of viral invasion , fear , ignorance , hatred , and loss ."	0
"The peak sensitivity of the Human Retina is Green , evolved to match the peak spectral output of the Sun ."	0
"The perennial cry to “ Save Earth "" is odd . Planet Earth survives massive asteroid strikes -- it'll survive anything we throw at it . But Life on Earth will not ."	0
"The popular StarTalk book also has a Young Readers Edition . As fun and educational as the original , but with all the stuff removed that would otherwise prevent a PG-13 rating ."	0
"The rise of flat-Earthers in the United States is evidence of two things : 1) the protection of speech , and 2) the failure of our educational system ."	0
"The SCIENTIFIC METHOD : Do whatever it takes ensure you do not fool yourself into thinking something is true that is actually false , or that something is false which is actually true ."	0
The search for Aliens on Earth has been crowdsourced to three-billion internet-connected smartphones around the World .	0
"The song “ Fly Me to the Moon ” also references Jupiter Mars & the Stars : Fly me to the moon Let me play among the stars And let me see what spring is like On Jupiter and Mars . FYI : Due to its axial tilt , Mars does actually experience Spring . Jupiter , not so much ."	0
"The speed of light through Diamond is only 60% as fast as through Glass . So if you kissed a Diamond mirror and turned your head within a ten billionth of a second , the reflection of your lips would hit your cheek ."	0
"The spread of the COVID-19 virus forms an excellent opportunity for Gen-Z to learn where the internet term "" Viral "" comes from . Preemptive self-strike : “ OK , Boomer """	0
"The stark beauty of Yellowstone Park , atop a dormant super-volcano . Reminders that not all of our planet is a haven for life . Across many parts of Earth's surface , "" Mother Nature "" will just as soon see you dead ."	0
The Sun emits more Green light than any other band of light in the rainbow .	0
"The sun-like star Gliese 570 , of spectral classification K5V , is in a triple star system 19 light years away ."	0
The time has come for those of us who write non-fiction to rise up and adopt the word “ faction ” so that we’re no longer forced to live in the negation of another genre .	0
"The two-thousand-tweet response to my "" A Coronavirus walks into a bar . . . "" request was entertaining . Here they are . Thanks , Brian ."	0
"The Universe contains more electromagnetic vibrations — colors — than we will ever see , but they nonetheless permeate space & time , and occasionally , if we are open to them , our hearts ."	0
The Universe is blind to our sorrows and indifferent to our pains . Have a nice day !	0
The Universe is under no obligation to make sense to you .	0
The urge to impart meaning on random events in our lives runs deep .	0
The urge to repeat an aphorism is often greater than the need for it to be true .	0
"There are three types of people in the world , those who know Mathematics and those who do not ."	0
"There I was , all these years , thinking conservative Republicans were all about minimizing how much the Government should meddle in our private lives ."	0
"There’s a pervasive chemical in the environment that’s a potent solvent . Found in acid rain , it will asphyxiate you if it enters your lungs . Its vapors can cause 2nd degree burns , it’s a greenhouse gas , and it’s also found in most foods . That chemical is called… Water ."	0
"Think we live in violent times ? During World War I , on average more than 10 , 000 people died per day for every day of the war — a football-stadium’s worth of people every week ."	0
This actually happened…	0
"This is what happens when Space Aliens discover you're eavesdropping on them . Or instead , maybe it’s what happens when a country regresses in its urge to lead the world in Science ."	0
"This joke needs a good ending , but I can't think of one : "" A coronavirus walks into a bar… ” . . . or shall we all wash our hands of such humor ?"	0
This might be what Humans look like to advanced Space Aliens when we argue with one another .	0
"This month , the US stock market lost two trillion dollars in market-cap due to a problem that science R&D could have preemptively solved ."	0
"This week , Mars & Earth are as close to each other as we’ve seen in 20 years . Have a look — with its tipped axis and a cute little icecap . And , I double-checked , no canals . Thanks to my Princeton colleague Bob Vanderbei for sharing his stunning photo ."	0
"Though we are not related , her mother was friends with my grandmother in the West Indies , with strongly resonant struggles and triumphs ."	0
"To all Christians of the world : "" Merry Christmas . ” To Jews , Muslims , & anybody else not expecting Santa :"	0
To argue with a person who has renounced the use of reason is like administering medicine to the dead . - Thomas Paine	0
To assert conspiracy is to believe what you want when you are missing data to fully support what you want to believe .	0
To be a Genius is to be misunderstood . But to be misunderstood is not to be a Genius .	0
"To some , the value of Pi is the ratio of a circle's circumference to its diameter ."	0
Today is Ground Hog Day . Today is Ground Hog Day . Today is Ground Hog Day .	0
"Today , July 5 , 2021 , Earth in its oval orbit is farther from the Sun than any other time of year . Perihelion : 91 . 4 million miles – Jan 2 , 2021 Aphelion : 94 . 5 million miles – July 5 , 2021 We’re also moving slowest in our orbit . That’s why Summer lasts 5 days longer than Winter ."	0
"Today , March 28 , 2021 , just missed being Easter Sunday . Rules of the Gregorian Calendar (begun in 1582) place Easter on the first Sunday AFTER the first Full Moon AFTER the March Equinox ."	0
"Today , Mercury , the most frequently retrograding planet , ends its 20-day grip on civilization . So when bad things happen to you after today , you’ll need to find something else to blame them on , until Mercury retrogrades again , 100 days from now ."	0
"Today , the greatest threat of extinction we face is not asteroids or climate change or disease or famine . It’s society’s refusal to heed the warnings of scientists ."	0
"Tom Brady is old — for a football player . Back in 1977 , when he was born , there were only 107 (out of 118) known elements on the Periodic Table ."	0
"Tom Brady was the 199th pick in the 2000 NFL draft . Which tells me that occasionally , if not often , people assessing your future potential based on past performance don’t know shIt about anything ."	0
"Total Solar Eclipse Monday . The Moon’s fast-moving shadow makes landfall in Chile , just south of Santiago , then crosses Argentina ."	0
"Tuesday , Wednesday , Thursday , & Friday are named for the Norse Gods : Tiw , Woden , Thor (yes , Thor) & Frigga . But if you reference those days in any Romance language you recover their Classical planet names ."	0
Tweets from my Santa Archive . All day today . Stay tuned . . .	0
"Twice a year , the setting Sun renders New York City's urban canyons aglow in fiery light . Crowds gather . Traffic stalls . Tonight : May 30 , 2020 , Beginning 8pm At a cross-street near you ."	0
"Twice a year , the setting Sun renders NYC's urban canyons aglow in fiery light . Crowds gather . Traffic stalls . Behold Manhattanhenge . Tonight , July 12 . At a cross street near you . Beginning 8 : 10pm . ET ."	0
"Twitterverse : Thanks for all the birthday well-wishes . Today , October 5 , 2020 , I don’t feel a day over 62 ."	0
"Two Day , 14-Question Anonymous Poll You know who I am . But to communicate with you better , I’d like to learn (statistically) who you are . If interested , what follows is a 14-question (14-Tweet) threaded anonymous poll . Should take you less than a minute to complete . Thank you ."	0
Two examples of deeply flawed logic : You don’t have dandruff . So why do you use dandruff shampoo ? We don’t have many cases of COVID-19 . So why should we keep our State closed ?	0
"Unlike solar eclipses , which are location-dependent , everyone on the side of Earth facing the full Moon (i . e . the Sun has set for you) can witness a lunar eclipse ."	0
Unsolved Cosmic Mysteries : 1 . How Dark Energy accelerates the universe . 2 . How the Universe will end .	0
"Up late tonight ? To the wee hours of the morning ? Overnight , Earth plows though a swarm of orbiting asteroidal particles causing the best meteor shower of 2020 - the “ Geminids . ” Hayden’s own Joe Rao tells all…"	0
"US Independence Day Celebrating the badass moment when the American Colonists declared their independence from the King of England , five years before that independence was actually won ."	0
"van Gogh’s “ The Starry Night ” , Saint Rémy de Provence , France [Museum of Modern Art , NYC] Analysis of the crescent Moon and Venus , reveals that the painting captures the early morning hours near the Summer Solstice 1889 — just before sunrise ."	0
"Van Morrison’s song “ Moondance ” begins with : Well , it's a marvelous night for a moondance With the stars up above in your eyes ."	0
"Very glad to hear . Happy to have helped tip the scales . But people shouldn’t get vaccinated because “ Tyson said so . "" They should get vaccinated because of evidence that it’s effective & safe ."	0
Want More ?	0
"Want to "" wear "" my Twitter quotes and other cosmic quips ? Hundreds of fan-designed , neil-approved Tee-shirts & hoodies are sold by Amazon . Portions of my proceeds go to not-for-profit organizations that foster science literacy ."	0
Was wondering if I was the only person who noticed this…	0
Watching Football now ? You are watching Physics .	0
"We are prisoners of the present , in perpetual transition from an inaccessible past to an unknowable future ."	0
"We assemble Into tribes based on politics , religion , skin color , language , education , birthplace , wealth , & gender expression . Yet COVID-19 reminds us we’re all the same ."	0
"We call it science , but in the end , it’s just unbridled curiosity ."	0
"We can put a man on the Moon , but we can't cure the coronavirus ."	0
"We cry foul when fooled by fake news and other forces of brainwashing , when perhaps we should instead build intellectual defenses against it , inoculating us from such influences in the first place ."	0
We discover hundreds of Comets each year . Occasionally a bright one comes along .	0
We have our own Captain Marvel . And she has good reason to be a “ Mad Scientist . ”	0
We’re just sayin’ . To abolish mask -wearing laws in some States while the rest of the Nation keeps theirs is like designating a peeing section of the swimming pool .	0
We’ve all seen Tides ebb & flow on shorelines . But Earth’s tidal bulge is fixed in space relative to the Moon . ⠀⠀⠀⠀⠀⠀⠀⠀⠀	0
"Weekly image & link to a T-shirt . Conceived & designed by fans . Approved by me . After fees to the artist , proceeds go to educational organizations . Note : “ Bro ” is not part of my active vocabulary . But people may think it is whenever I wear sunglasses ."	0
Welcome back to my time . -The Sun	0
"Well , it’s about time . This should have happened 150 years ago . Science in the USA will become a Cabinet Level post ."	0
"Well , that was quick . . . If interested , authorized , fan-designed tee-shirts displaying my recent tweet on Science Literacy . (Portions of proceeds donated to educational organizations . )"	0
What color is a Red Apple ?	0
What pigs do when we are not slaughtering them for food…	0
What scientists know about the world is mind-blowing . What the public thinks scientists don’t know about the world is alarming .	0
What’s a sandwich to you ?	0
"When asked about a politician’s suggestion that the poor of America lift themselves up by their bootstraps , soprano Jessye Norman (1945-2019) replied with regal righteousness , “ Some people have no boots ! ”"	0
"When contemplating the cosmos , we don’t always know all that we don’t know . So for me , I yearn for the questions I don’t yet know to ask ."	0
When did it become okay to be more offended by what someone with no power says than by what someone with power does ?	0
When food goes bad .	0
"When I shop for fruit & melons , I like to hold a Grape next to a Cantaloupe and think of Earth next to Jupiter . Then I eat Earth ."	0
"When Isaac Newton stayed at home to avoid the 1665 plague , he discovered the laws of gravity , optics , and he invented calculus ."	0
"When the Moon first formed , four billion years ago , it was 20x closer than it is today , 400x larger on the sky , and Tides were 8 , 000x higher ."	0
"When they're not beaming down , Space Aliens tend to disembark via ramp rather than stairs ."	0
Where in the universe is the James Webb Space Telescope ? Inquiring minds want to know .	0
While we’re on the subject . . .	0
While you’re watching…	0
Why does ice float ? There’s more going on there than you might expect .	0
Wishing Director John Singleton (age 51) a speedy recovery from his stroke .	0
"With his tenth appearance in today’s 55th Super Bowl , Tom Brady has played in nearly 20% of them , while most players there ever were , have appeared in 0% ."	0
"With names traceable to the seven “ classical ” planets : Mercury , Venus , Mars , Jupiter , Saturn , the Sun , & Moon , the seven days of the week include Monday , named for our precious Moon . Now guess who in the universe Saturday & Sunday are named after ."	0
With stellar death comes cosmic rebirth as the spewed guts enrich nearby clouds with elements of life itself — carbon nitrogen oxygen — boosting chances that the next generation of star systems borne of these clouds will spawn planets such as Earth that cradle life such as ours .	0
"With the Kilogram now re-defined using physical constants by the International Bureau of Weights & Measures , the time has come to update and formalize America’s Vulgar units of Mass :"	0
"With thousand-degree coals readying for an evening of S’mores , bear witness to . . . a dance of plasma , choreographed by the forces of thermodynamics ."	0
"Would be cool if space aliens landed on Earth and instead demanded , “ Take me to your common people ! """	0
"Would indeed be ironic if Donald Trump lost the presidential election by a margin of votes equal to the number of his supporters who died from COVID-19 , for having refused to wear masks in public ."	0
"Would love to visit a Moon colony one day . But for me , a serious drawback is that the Restaurants will have no Atmosphere ."	0
Wow . Didn’t think that last tweet needed clarification . “ We're all the same ” refers to us being the same species . The virus doesn’t discriminate . It just cares that you are human . The virus doesn’t discriminate . But systems of health care do .	0
"Yes , I said FINALLY . . ."	0
Yesterday was the first New Moon after January 21 . And so Happy New Year to the zillion people of Planet Earth who celebrate this day on the 2500 year old Chinese Calendar .	0
"You can kiss yourself in the mirror , but only on the lips ."	0
You can’t use reason to convince anyone out of an argument that they didn’t use reason to get into .	0
You know it's true… Every disaster movie begins with a scientist being ignored .	0
You Matter . Unless you multiply yourself by the speed of light squared . Then you Energy .	0
"You'd be inexcusably egocentric to suggest that Earth was the only place in the observable Universe with life -- among the hundred-billion galaxies , each containing a hundred-billion stars orbited by a hundred-billion planets . Yet how terrifyingly lonely it would be , if true ."	0
"Yup , the rumor is true . Flat Earthers have supporters all around the globe ."	0
A formless void belongs to a symphony of actions	1
A formless void belongs to an abundance of experiences	1
A formless void belongs to great actions	1
A formless void constructs an abundance of sensations	1
A formless void constructs descriptions of actions	1
A formless void creates precious molecules	1
A formless void differentiates into existential photons	1
A formless void drives species specific positivity	1
A formless void embraces precious neural networks	1
A formless void experiences the flow of marvel	1
A formless void explores total acceptance of acceptance	1
A formless void expresses an expression of genes	1
A formless void grows through great acceptance	1
A formless void grows through the doorway to experiences	1
A formless void illuminates the barrier of boundaries	1
A formless void is an ingredient of innumerable potentiality	1
A formless void is beyond visible marvel	1
A formless void is inside the mechanics of silence	1
A formless void is only possible in ephemeral experiences	1
A formless void is the foundation of a jumble of mortality	1
A formless void is the ground of the doorway to actions	1
A formless void is the wisdom of the doorway to reality	1
A formless void projects onto the expansion of force fields	1
A formless void quiets innumerable external reality	1
A formless void requires infinite experiences	1
A formless void requires new acceptance	1
A formless void shapes a symphony of happiness	1
A formless void shapes intricate self-knowledge	1
A formless void transcends immortal timelessness	1
A formless void unfolds into pure knowledge	1
